"Name","id","Last Updated","Phone","Website/Social Media","Neighborhood","Category","Latitude","Longitude","Address","Notes","Sub-Category","Zipcode","Created time","Status","Source","Hours","Pickup Offered","Delivery Offered","Delivery/Pickup Notes","MWBE","Instagram","Donate","Email","Outside Seating Offered","Type of Service","Special Accommodation Hours","Black Owned Business"
"LIC Bagel",1048,"2020-04-20T04:00:00.000Z","(718) 361-9500",,"Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.756313,-73.929468,"3108 36th Ave #1, Queens","Delivery & Takeout Hours 7AM-3PM, Call (718) 361-9500 or order online through Seamless/Doordash
","bakery,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Local Ktichen",1049,"2020-04-20T04:00:00.000Z","(718) 806-1000","http://localkitchennyc.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.774764,-73.908522,"3507 Ditmars Blvd, Astoria","Delivery & Takeout Hours 11:30 am-9pm, Order online at [www.localkitchennyc.com][1] and get 35% off with discount code 35OFF! Or call in your order to (718) 806-1000.

  [1]: http://www.localkitchennyc.com
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Los Portales",1050,"2020-04-20T04:00:00.000Z","(718) 204-6736","http://losportalestaqueria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.76316,-73.928229,"25-08 Broadway A, Astoria","Delivery & Takeout Hours 2 pm-1:30 am, Order online at [www.losportalestaqueria.com][1] or call 718-204-6736.

  [1]: http://www.losportalestaqueria.com
","meal_delivery,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Loukoumi Taverna",1051,"2020-04-20T04:00:00.000Z","(718) 626-3200",,"Steinway","Restaurants, Bars, Cafes & Bakeries",40.770797,-73.902764,"45-07 Ditmars Blvd, Queens","Delivery & Takeout Hours 12-10:30 pm, Call (718) 626-3200 to place your order
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Macoletta",1052,"2020-04-20T04:00:00.000Z","(718) 777-4992","https://www.macoletta.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.773158,-73.916331,"2815 24th Ave, Long Island City","Delivery & Takeout Hours 4-11PM, Order online at [www.macoletta.com][1] or call them at (718) 777-4992.

  [1]: http://www.macoletta.com
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Maizal Restaurant",1053,"2020-04-20T04:00:00.000Z","(718) 569-7000","http://www.maizalrestaurant.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.759333,-73.926034,"32-07 34th Ave, Astoria","[Closed at this time] - Staten Island location is open for takeout and delivery - Call (347) 825-3776 for updates
","bar,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Mama's Empanadas",1054,"2020-04-20T04:00:00.000Z","(718) 626-1272",,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.757795,-73.91977,"32-41 Steinway St, Queens","[Closed at this time]
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Manajares Mexico",1055,"2020-04-20T04:00:00.000Z","(718) 429-8933","http://www.manjaresmexico.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.757126,-73.915676,"4408 Broadway, Long Island City","Delivery & Takeout Hours 11AM-9:30PM, Call (718) 429-8933 or order online <https://www.manjaresmexico.com/orderonline.aspx>
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Ma Lala Chinese",1056,"2020-04-20T04:00:00.000Z","(718) 606-1898","http://www.malalachinese.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.762966,-73.913354,"42-02 30th Ave, Astoria","Delivery & Takeout Hours 12-10:30 pm, closed Tuesdays, Call your order in to (718) 606-1898
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Max Bratwurst & Beer",1058,"2020-04-20T04:00:00.000Z","(718) 777-1635","http://maxbratwurstundbiertogo.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.761169,-73.909393,"4702 30th Ave #1266, Astoria","11am-11pm Daily, Delivery & Takeout, Call (718) 777-1635 [www.maxbratwurstnyc.com][1]

  [1]: http://www.maxbratwurstnyc.com
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"McCanns Pub & Grill",1059,"2020-04-20T04:00:00.000Z","(718) 278-2621","https://mccannspub.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.77415,-73.907617,"3615 Ditmars Blvd, Long Island City","[Closed at this time]
","bar,night_club,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Metro Mexican Taqueria",1060,"2020-04-20T04:00:00.000Z","(718) 440-9100",,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.758923,-73.918448,"40-05 Broadway, Queens","Delivery & Takeout Hours 10AM-10PM, Call (718) 626-8090 or order online through Seamless/Grubhub
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Mia Pizza",1061,"2020-04-20T04:00:00.000Z","(718) 777-1700","https://www.ordermiapizza.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.779075,-73.914395,"24-17 Ditmars Blvd, Astoria","Delivery & Takeout Hours 11AM-10PM, Call (718) 777-1700 or order online with Seamless/Grubhub
","meal_delivery,meal_takeaway,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Michael's",1062,"2020-04-20T04:00:00.000Z",,,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.761041,-73.923064,,"Delivery & Takeout 24 Hours, Call them at (718) 726-7474 or order online with Seamless/Grubhub
",,"11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Mighty Oak Roasters",1063,"2020-05-28T04:00:00.000Z","(718) 777-9663","http://mightyoakroasters.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.773509,-73.916886,"2801 24th Ave, Astoria","Window service, shipping available <https://shop.mightyoakroasters.com/>
","cafe,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Milkflower",1064,"2020-04-20T04:00:00.000Z","(718) 204-1300","http://milkflowernyc.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.762877,-73.920781,"34-12 31st Ave, Astoria","[Closed at this time] - Updates at <https://www.instagram.com/milkflowernyc/>
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Mini Star Restaurant",1065,"2020-04-21T04:00:00.000Z","(718) 728-9572",,"Astoria","Restaurants, Bars, Cafes & Bakeries",40.763853,-73.91526,"30-02 Steinway St, Astoria","Delivery & Takeout 7am-10pm, Call (718) 728-9572 or order online through Seamless/Grubhub
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Mokja",1066,"2020-04-21T04:00:00.000Z","(718) 721-0654","http://www.mokjany.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.760309,-73.921375,"35 19 Broadway, Queens","Delivery & Takeout Hours 11:30-3:30, 4:30-9:45, Call them at (718) 721-0654 or order online at [www.mokjany.com][1] and get 10% off orders over $15

  [1]: http://www.mokjany.com
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Mom's Kitchen",1067,"2020-04-21T04:00:00.000Z","(718) 267-0142","http://www.momsastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.763611,-73.921667,"33-01 31st Ave, Astoria","[Closed at this time] - Visit their website for updates or to purchase a gift card at <https://www.momsastoria.com/>
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Mosaic Astoria",1068,"2020-04-21T04:00:00.000Z","(718) 728-0708","http://mosaicastoria.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.774628,-73.918449,"25-19 24th Ave, Queens","Takeout Hours 12-8 pm, Call ahead to place your pickup order at (718) 728-0708; they are offering 25-50% cans and bottles of beer, 50% off bottles of wine, and $9 cocktails to go [www.mosaicastoria.com][1]

  [1]: http://www.mosaicastoria.com
","bar","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Mojave",1069,"2020-04-21T04:00:00.000Z","(718) 545-4100","http://www.mojavenyc.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.775518,-73.911836,"22-36 31st St, Astoria","[Closed at this time] - Updates at <https://mojavenyc.com/>
","bar,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Namaste Of Astoria",1070,"2020-04-21T04:00:00.000Z","(718) 626-2783",,"Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.766752,-73.920721,"31-15 30th Ave, Astoria","Delivery & Takeout Hours 11am-11pm, Order by phone at (718) 626-2783, [www.namaste-astoria.com][1]

  [1]: http://www.namaste-astoria.com
","meal_takeaway,restaurant,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Nino's Aq",1071,"2020-05-23T04:00:00.000Z","(718) 777-0010","http://www.ninosaq.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.774874,-73.908683,"35-01 Ditmars Blvd, Queens","12pm-8pm  718-777-0010 | 35-01 Ditmars Blvd Astoria [www.ninosaq.com][1]

  [1]: http://www.ninosaq.com
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"No.1 Flower Drum House",1072,"2020-04-21T04:00:00.000Z","(718) 956-3677","http://www.no1flowerdrumhouse.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.777571,-73.908691,"21-05 31st St, Astoria","Delivery & Takeout Hours 11AM-MIDNIGHT, Call (718) 956-3677
","meal_delivery,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Nonnas 1977",1073,"2020-04-21T04:00:00.000Z","(718) 406-9779","http://www.nonnas1977.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.768586,-73.909935,"41-02 Astoria Blvd S, Astoria","Delivery & Takeout Hours 11AM-1:30AM, Order by phone at (718) 406-9779; menu online at [www.nonnas1977.com][1]

  [1]: http://www.nonnas1977.com
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Nuevo Jardin",1074,"2020-04-21T04:00:00.000Z","(718) 726-0819","http://www.nuevojardin.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.76165,-73.924231,"32-05 Broadway, Queens","Delivery & Takeout Hours 11 am-10:30 pm, Order by phone at (718) 726-0819, [www.nuevojardin.com][1]

  [1]: http://www.nuevojardin.com
","restaurant,meal_delivery,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Oishii Sushi",1075,"2020-04-21T04:00:00.000Z","(718) 626-0588","http://www.oishiisushiny.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.773609,-73.907458,"37-04 Ditmars Blvd, Queens","Delivery & Takeout 2pm-9pm, Order by phone at (718) 626-0588 or order delivery through Doordash/Seamless
","meal_delivery,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Oliver's Astoria",1076,"2020-04-21T04:00:00.000Z","(718) 806-1476","http://oliversastoria.com/contact/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.75956,-73.919784,"37-19 Broadway, Astoria","[Closed at this time] - Gift cards available for purchase at <https://oliversastoria.com/giftcards>
","bar,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Oli.Vine",1077,"2020-04-21T04:00:00.000Z","(917) 832-7008","http://www.oli-vine.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.774337,-73.907915,"3603 Ditmars Blvd, Astoria","Delivery & Takeout 10 am-4 pm, 5-10 pm, Friday (dinner only) Saturday & Sunday. Call in your order to (347) 420-6668  [www.oli-vine.com][1]

  [1]: http://www.oli-vine.com
","restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Omonia Cafe",1078,"2020-04-21T04:00:00.000Z","(718) 274-6650","http://omoniacafe.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.761128,-73.924076,"32-20 Broadway, Queens","Delivery & Takeout Hours 11AM-1:30AM, Call (718) 274-6650 or order online with Grubhub, [www.omoniacafe.com/astoria][1]

  [1]: http://www.omoniacafe.com/astoria
","cafe,bakery,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Ornella Trattoria",1079,"2020-04-23T04:00:00.000Z","(929) 205-4482",,"Steinway","Restaurants, Bars, Cafes & Bakeries",40.774161,-73.912219,"29 17 23rd Ave, Queens","Delivery & Takeout Hours 12 pm-1 am, Call (929) 205-4482 or order through their app ornellatogo.com
","meal_delivery,meal_takeaway,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Ovelia",1080,"2020-04-23T04:00:00.000Z","(718) 721-7217","http://www.ovelianyc.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.765902,-73.918692,"34-01 30th Ave, Astoria","[Closed at this time] - Updates at <https://www.instagram.com/oveliapsistaria/>
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Passage Irish Bar",1081,"2020-04-23T04:00:00.000Z","(917) 832-6680","http://www.passageastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.763889,-73.914444,"40-11 30th Ave, Astoria","Delivery & Takeout M-F 4pm-4am, Sat and Sunday 10am-4am, Call to confirm (917) 832-6680 <https://passageastoria.com/>
","bar,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Petey's Burger",1082,"2020-04-23T04:00:00.000Z","(718) 267-6300","http://www.peteysburger.com/","Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.767208,-73.921598,"30-17 30th Ave, Long Island City","Delivery & Takeout Hours 11AM-11PM, Call (718) 267-6300 or order online with Seamless/Grubhub
","restaurant,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Pita Pan Gyros",1083,"2020-04-23T04:00:00.000Z","(718) 204-1633","https://www.pitapanastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764444,-73.915833,"3715 30th Ave, Astoria","Delivery & Takeout Hours 11AM-9PM, Order online at [www.pitapanastoria.com][1] including ordering meals for first responders

  [1]: http://www.pitapanastoria.com
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Pochana",1084,,"(718) 956-9559","http://pochananyc.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.765728,-73.919319,"33-16 30th Ave, Astoria","11:30am-9:30pm daily, use the Order Now button on [www.pochananyc.com][1], call direct at 718-956-9559, or order through Grubhub/ Seamless and Caviar. 33-16 30th Ave, Astoria Support staff and health care workers at  [paypal.me/PochanaThaiKitchen][2]

  [1]: http://www.pochananyc.com
  [2]: http://paypal.me/PochanaThaiKitchen
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Poke Burrito",1085,"2020-04-23T04:00:00.000Z","(929) 328-0041","http://pokeburrito.nyc/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764688,-73.916081,"3707 30th Ave, Queens","[Closed at this time] - Updates at [www.pokeburrito.nyc][1]

  [1]: http://www.pokeburrito.nyc
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Porto Bello",1086,"2020-04-23T04:00:00.000Z","(718) 204-8766","https://www.portobellomenu.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.770345,-73.9043,"43-18 Ditmars Blvd, Queens","Delivery & Takeout Hours 11AM-10PM, Call (718) 294-8766 or order online at portobellopizzeria.com
","meal_delivery,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Pronto Pizzeria",1087,"2020-04-23T04:00:00.000Z","(718) 274-4416","https://www.prontopizzeriamenu.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.763472,-73.90891,"45-19 28th Ave, Astoria","Delivery & Takeout Hours 12PM-9PM, Call (718) 274-4416 or order online with Seamless/Grubhub, <https://www.prontopizzeriamenu.com/>
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Pye Boat Noodle",1088,"2020-04-23T04:00:00.000Z","(718) 685-2329","https://www.facebook.com/pyeboatnoodle/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.76035,-73.921636,"35-13 Broadway, Astoria","Delivery & Takeout Hours 11:30 am-10:30 pm, Order online at <https://direct.chownow.com/order/3563/locations/4637> or call (718) 685-2329 [www.pyeboatnoodle.com][1]

  [1]: http://www.pyeboatnoodle.com
","meal_delivery,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Queens Comfort",1089,"2020-04-23T04:00:00.000Z","(347) 738-5119","https://www.grubhub.com/restaurant/queens-comfort-3618-30th-ave-astoria/354809?utm_source=grubhub_iosapp&utm_medium=content_owned&utm_campaign=menushare","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764617,-73.916889,"36-18 30th Ave, Queens","Wed-Sun 10am-4pm Delivery & Takeout through their second location Comfortland, Order online at <https://www.comfortlandnyc.com/s/order> or Grubhub, boozy cocktails to go, Updates [www.instagram.com/queenscomfort][1]

  [1]: http://www.instagram.com/queenscomfort
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Raven's Head Pub",1090,"2020-04-23T04:00:00.000Z","(718) 777-7565","http://www.ravensheadpublichouse.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.759057,-73.919771,"38-04 Broadway, Astoria","[Closed at this time] - Updates at <https://www.instagram.com/ravensheadpub/>
","bar,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Rice K",1091,"2020-04-23T04:00:00.000Z","(718) 606-8508","https://www.ricekny.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.774746,-73.91317,"29-21 23rd Ave, Astoria","Delivery & Takeout Hours 11am-11pm, Call (718) 606-8508 or order online with Seamless, [www.ricekny.com][1]

  [1]: http://www.ricekny.com
","meal_delivery,bar,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Rizzo's Fine Pizza",1092,"2020-04-23T04:00:00.000Z","(718) 721-9862","http://rizzosfinepizza.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.763377,-73.91511,"30-13 Steinway St, Queens","Delivery & Takeout Hours 10am-11pm, Order through their website [www.rizzosfinepizza.com][1] or call (718) 721-9862.

  [1]: http://www.rizzosfinepizza.com
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Rivercrest",1093,"2020-04-30T04:00:00.000Z","(347) 808-7887","https://www.rivercrestny.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.775067,-73.908968,"33-15 Ditmars Blvd, Queens","Reopening Friday May1st Wed-Sun 2:00pm-8:00pm Astoria’s destination for craft beer, cocktails, great eats Updates [www.instagram.com/rivercrestny][1] & [www.rivercrestny.com/][2]

  [1]: http://www.instagram.com/rivercrestny
  [2]: http://www.rivercrestny.com/
","bar,night_club,restaurant,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Rocky Mcbride's",1094,"2020-04-23T04:00:00.000Z","(718) 777-2723","http://www.rockymcbrides.com/","Steinway","Restaurants, Bars, Cafes & Bakeries",40.77604,-73.915001,"27-01 23rd Ave, Astoria","[Closed at this time] - Updates at <https://www.rockymcbrides.com/>
","bar","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Rose & Joe's Italian Bakery",1095,"2020-04-23T04:00:00.000Z","(718) 721-9422",,"Steinway","Restaurants, Bars, Cafes & Bakeries",40.77542,-73.911907,"2240 31st St, Astoria","Delivery & Takeout Hours 8 am-8:45 pm, Call (718) 721-9422
","bakery,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sabor De Cuba",1096,"2020-04-23T04:00:00.000Z","(718) 777-1693","https://www.sabordecubaastoria.com/?utm_source=GBL&utm_medium=GBL&utm_campaign=FP&utm_term=GBL&utm_content=GBL","Astoria","Restaurants, Bars, Cafes & Bakeries",40.7621,-73.918424,"37-03 31st Ave, Astoria","Delivery & Takeout Thurs-Sun 12PM-8PM, Call (718) 777-1693 or order online with Grubhub/UberEats/Postmates, Updates at <https://www.sabordecubaastoria.com/> <https://www.instagram.com/sabordecuba31ave/>
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sac's Place",1097,"2020-04-23T04:00:00.000Z","(718) 204-5002","http://sacsplace.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.756577,-73.924289,"35-11 35th Ave, entrance by the security booth, Astoria","Delivery & Takeout Hours 11:30AM-10PM, Call (718) 204-5002 or order online at <https://www.sacsplace.com/>
","bar,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Saffron Indian Cuisine",1098,"2020-04-23T04:00:00.000Z","(718) 255-6310","http://www.saffronindiancuisineny.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.757222,-73.915714,"44-04 Broadway, Astoria","Delivery & Takeout Hours 12-11PM, Order by phone at (718) 255-6310 or online at [www.saffronindiancuisineny.com][1]

  [1]: http://www.saffronindiancuisineny.com
","meal_takeaway,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Salerno Pizza",1099,"2020-04-23T04:00:00.000Z","(718) 777-1500",,"Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.767358,-73.922777,"29-24 30th Ave, Queens","Delivery & Takeout Hours 11am-11pm, Order by phone at (718) 777-1500 or with Seamless/Grubhub
","meal_delivery,restaurant,food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Salumeria Antichi Sapori",1100,"2020-04-23T04:00:00.000Z","(718) 204-8160","http://www.saporisalumeria.com/","Old Astoria","Restaurants, Bars, Cafes & Bakeries",40.770812,-73.920127,"2813 Astoria Blvd, Astoria","Delivery & Takeout Hours 7am-8pm M-Sat, Sunday, 9am-4pm, Call (718) 204-8160 or order online at <https://www.saporisalumeria.com>
","food","11102","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Salvatoria Kitchen & Bar",1101,"2020-04-23T04:00:00.000Z","(718) 777-2829","https://www.facebook.com/Salvatoriakitchen/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.761414,-73.924897,"31-18 Broadway, Astoria","Delivery & Takeout Hours 2-11pm, Order by phone at (718) 777-2829 or online with Seamless/Grubhub
","restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Samossa Bites",1102,"2020-04-23T04:00:00.000Z","(718) 606-9150","http://www.samossabites.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.757222,-73.928889,"3527 31st St, Queens","Delivery & Takeout Hours M-Th: 11 am-4 pm, 5-9:30pm; Friday-Sunday: 11a-9:30 pm, Call (718) 606-9150  [www.samossabites.com][1]

  [1]: http://www.samossabites.com
","meal_takeaway,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sampan Chinese Restaurant",1103,"2020-04-23T04:00:00.000Z","(718) 278-1931","http://www.sampanchineseastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764427,-73.914849,"28-48 Steinway St, Astoria","[Closed at this time] - Updates at <https://www.sampanchineseastoria.com/>
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sanfords Astoria",1104,"2020-04-23T04:00:00.000Z","(718) 932-9569","http://www.sanfordsnyc.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.762295,-73.925544,"30-13 Broadway, Astoria","Delivery & Takeout Hours 10 am-11 pm, Call (718) 932-9569 or order online at <https://www.sanfordsnyc.com/>
","bar,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Savage Sicko",1105,"2020-04-23T04:00:00.000Z","(718) 433-9437","http://www.savagesicko.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.761666,-73.918609,"37-10 31st Ave, Queens","[Closed at this time] - Juices and merchandise available for order at <https://www.savagesicko.com/> Updates at <https://www.instagram.com/savagesickoastoria/>
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Seva Indian Restaurant",1106,"2020-04-23T04:00:00.000Z","(718) 626-4440","http://www.sevaindianrestaurant.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.765432,-73.918979,"3007 34th St, Queens","[Closed at this time] - Updates at <http://www.sevaindianrestaurant.com/>
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Shuya Cafe De Ramen",1107,"2020-04-23T04:00:00.000Z","(718) 777-0430","https://www.facebook.com/shuyacafederamen/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.758114,-73.916808,"42-13 Broadway, Queens","Delivery & Takeout Hours 12-10 PM, Call (718) 777-0430 or order online with Grubhub/Seamless
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Slice Astoria Pizza",1108,"2020-04-23T04:00:00.000Z","(718) 606-9258","http://www.sliceastoria.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.764333,-73.916416,"37-08 30th Ave, Astoria","Delivery & Takeout Hours 11AM-11PM, Order by phone at (606) 9258 or online at [www.sliceastoria.com][1], donate pizza to healthcare workers <https://www.instagram.com/sliceastoria/>

  [1]: http://www.sliceastoria.com
","restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Snowdonia",1109,"2020-04-23T04:00:00.000Z","(347) 730-5783","http://www.snowdonia.nyc/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.757805,-73.927495,"34-55 32nd St, Astoria","Delivery & Takeout - Call to confirm hours and order at (347) 730-5783 or order online with Seamless/Grubhub [www.snowdonia.nyc][1]

  [1]: http://www.snowdonia.nyc
","bar,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Sobol Astoria",1110,"2020-04-23T04:00:00.000Z","(718) 846-7000","https://www.opendining.net/menu/sobolastoria?utm_source=Google&utm_medium=Google%20Bio&utm_campaign=astoria_google#ordering-for-prompt","Steinway","Restaurants, Bars, Cafes & Bakeries",40.774559,-73.908942,"35-04 Ditmars Blvd, Astoria","Delivery & Takeout Hours 10AM-7PM, Call (718) 846-7000 to place your order or order online at [www.mysobol.com][1] <https://www.instagram.com/sobol_astoria/>

  [1]: http://www.mysobol.com
","cafe,food","11105","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Steinway Coffee Shop",1111,"2020-04-23T04:00:00.000Z","(718) 729-9595","http://fenwaycoffeeshop.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.756505,-73.921249,"3410 Steinway St, Long Island City","Takeout 6am-5:45pm, Call to confirm and order at (718) 361-7770
","meal_delivery,cafe,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
"Steinway Pizza",1112,"2020-04-23T04:00:00.000Z","(718) 274-4250","https://www.steinwaypizza.com/","Astoria","Restaurants, Bars, Cafes & Bakeries",40.759879,-73.917858,"31-51 Steinway St, Astoria","Delivery & Takeout Hours 11:30 am-10 pm, Order by phone at (718) 274-4250 or online at [www.steinwaypizza.com][1]

  [1]: http://www.steinwaypizza.com
","meal_delivery,restaurant,food","11103","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,
